,Player,Tm,Age,2021 Games,2021 GS,2021 Tgt,2021 Rec,2021 RushingYds,2021 RushingTD,2021 RushingAtt,2021 ReceivingYds,2021 ReceivingTD,2021 FantasyPoints,2019 Games,2019 GS,2019 Tgt,2019 Rec,2019 RushingYds,2019 RushingTD,2019 RushingAtt,2019 ReceivingYds,2019 ReceivingTD,2019 FantasyPoints,2020 Games,2020 GS,2020 Tgt,2020 Rec,2020 RushingYds,2020 RushingTD,2020 RushingAtt,2020 ReceivingYds,2020 ReceivingTD,2020 FantasyPoints,Usage19,Touchdowns19,TotYdsScrm19,Production19,Usage20,Touchdowns20,TotYdsScrm20,Production20,Usage21,Touchdowns21,TotYdsScrm21,Production21,Average Total Usage,Average Total Yards,Average Total Production
350,Ito Smith,ATL,24.0,7.0,0.0,14.0,11.0,106.0,1.0,22.0,87.0,0.0,36.3,1,0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,14.0,0.0,26.0,17.0,268.0,1.0,63.0,75.0,0.0,40.0,1.0,1.0,4.0,5.0,6.357142857142857,1.0,343.0,54.1123595505618,5.142857142857143,1.0,193.0,37.72222222222222,4.166666666666667,180.0,32.27819392426134
351,Trayveon Williams,CIN,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2.0,1.0,51.0,0.0,15.0,4.0,0.0,6.0,10.0,0.0,5.0,5.0,157.0,0.0,26.0,30.0,0.0,17.0,3.4,0.0,55.0,16.176470588235293,3.1,0.0,187.0,60.32258064516129,0.0,0.0,0.0,0.0,2.1666666666666665,80.66666666666667,25.49968374446553
352,Jason Huntley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,51.0,0.0,13.0,0.0,0.0,5.0,5.0,0.0,2.0,1.0,19.0,0.0,5.0,0.0,0.0,2.0,14.0,0.0,51.0,3.642857142857143,1.4,0.0,19.0,13.571428571428573,0.0,0.0,0.0,0.0,5.133333333333334,23.333333333333332,5.738095238095238
353,Wendell Smallwood,WAS,25.0,15.0,0.0,13.0,9.0,81.0,0.0,22.0,64.0,0.0,23.5,3,0,5.0,4.0,25.0,0.0,5.0,22.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,47.0,14.1,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,145.0,62.14285714285714,1.888888888888889,64.0,25.41428571428571
354,Rodney Smith,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5.0,5.0,0.0,0.0,0.0,48.0,0.0,5.0,7.0,1.0,11.0,9.0,156.0,1.0,41.0,59.0,0.0,28.0,2.5,0.0,48.0,19.2,7.428571428571429,1.0,215.0,29.076923076923077,0.0,0.0,0.0,0.0,3.3095238095238098,87.66666666666667,16.092307692307692
355,Kalen Ballage,MIA,24.0,12.0,6.0,24.0,14.0,135.0,3.0,74.0,63.0,0.0,51.8,17,0,7.0,2.0,36.0,0.0,12.0,8.0,0.0,4.0,11.0,2.0,37.0,29.0,303.0,3.0,91.0,166.0,0.0,65.0,1.1176470588235294,0.0,44.0,39.368421052631575,11.636363636363637,3.0,469.0,40.5625,8.166666666666666,3.0,198.0,24.612244897959187,6.973559120617945,237.0,34.847721983530256
356,Jakob Johnson,NWE,25.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,1.5,17,6,5.0,4.0,0.0,0.0,0.0,43.0,0.0,4.0,16.0,11.0,9.0,8.0,0.0,0.0,0.0,35.0,1.0,10.0,0.29411764705882354,0.0,43.0,146.2,0.5625,1.0,35.0,64.0,0.5,0.0,5.0,10.0,0.4522058823529412,27.666666666666668,73.39999999999999
357,Reggie Gilliam,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5,5.0,3.0,3.0,0.0,3.0,23.0,0.0,3.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,1.0,8.0,0.5,0.0,26.0,52.0,0.14285714285714285,1.0,16.0,119.0,0.0,0.0,0.0,0.0,0.21428571428571427,14.0,57.0
358,Kylin Hill,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,2.0,1.0,24.0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,29.0,19.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.666666666666666,6.444444444444444
359,Gabe Nabers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,3.0,3.0,8.0,0.0,3.0,17.0,0.0,3.0,16.0,5.0,7.0,5.0,7.0,0.0,2.0,25.0,2.0,15.0,0.6,0.0,25.0,41.66666666666667,0.5625,2.0,32.0,60.44444444444444,0.0,0.0,0.0,0.0,0.3875,19.0,34.03703703703704
360,La'Mical Perine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,31.0,0.0,8.0,0.0,0.0,3.0,10.0,0.0,15.0,11.0,232.0,2.0,64.0,63.0,0.0,42.0,2.0,0.0,31.0,15.5,7.9,2.0,295.0,37.59493670886076,0.0,0.0,0.0,0.0,3.3000000000000003,108.66666666666667,17.69831223628692
361,Dwayne Washington,NOR,25.0,16.0,0.0,1.0,1.0,60.0,0.0,8.0,6.0,0.0,7.6,14,0,2.0,2.0,16.0,0.0,4.0,12.0,0.0,3.0,11.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,2.0,0.42857142857142855,0.0,28.0,65.33333333333334,0.7272727272727273,0.0,15.0,20.625,0.5625,0.0,66.0,117.33333333333333,0.5727813852813853,36.333333333333336,67.7638888888889
362,Nick Bawden,DET,23.0,10.0,2.0,6.0,4.0,0.0,0.0,0.0,17.0,0.0,5.7,9,1,1.0,1.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,20.0,180.0,0.0,0.0,0.0,0.0,0.6,0.0,17.0,28.333333333333336,0.23703703703703702,12.333333333333334,69.44444444444444
363,Reggie Bonnafon,CAR,23.0,16.0,0.0,9.0,6.0,116.0,1.0,16.0,57.0,0.0,29.3,4,0,2.0,2.0,4.0,0.0,1.0,12.0,0.0,2.0,2.0,0.0,2.0,2.0,69.0,0.0,12.0,18.0,1.0,15.0,0.75,0.0,16.0,21.333333333333332,7.0,1.0,87.0,12.571428571428571,1.5625,1.0,173.0,111.36,3.1041666666666665,92.0,48.4215873015873
364,Darrynton Evans,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,2.0,7.0,0.0,2.0,11.0,0.0,2.0,5.0,0.0,4.0,2.0,54.0,0.0,14.0,27.0,1.0,14.0,4.0,0.0,18.0,4.5,3.6,1.0,81.0,22.77777777777778,0.0,0.0,0.0,0.0,2.533333333333333,33.0,9.092592592592593
365,Patrick Laird,MIA,24.0,15.0,4.0,30.0,23.0,168.0,1.0,62.0,204.0,0.0,66.2,6,0,3.0,3.0,4.0,0.0,1.0,17.0,0.0,2.0,16.0,0.0,12.0,10.0,72.0,0.0,13.0,68.0,0.0,12.0,0.6666666666666666,0.0,21.0,31.5,1.5625,0.0,140.0,89.6,6.133333333333334,1.0,372.0,60.815217391304344,2.7875,177.66666666666666,60.63840579710145
366,Raheem Mostert,SFO,27.0,16.0,0.0,22.0,14.0,772.0,8.0,137.0,180.0,2.0,165.2,1,1,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,8.0,8.0,19.0,16.0,521.0,2.0,104.0,156.0,1.0,84.0,2.0,0.0,20.0,10.0,15.375,3.0,677.0,44.22764227642276,9.9375,10.0,952.0,96.80503144654088,9.104166666666666,549.6666666666666,50.34422457432121
367,Scottie Phillips,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3.0,2.0,13.0,0.0,6.0,9.0,0.0,2.0,8.0,0.0,1.0,1.0,9.0,0.0,2.0,7.0,0.0,2.0,3.0,0.0,22.0,7.333333333333333,0.375,0.0,16.0,42.666666666666664,0.0,0.0,0.0,0.0,1.125,12.666666666666666,16.666666666666668
368,Adam Prentice,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,3.0,3.0,5.0,0.0,3.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,21.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,7.0,8.166666666666666
369,Trey Ragas,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,2.0,9.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.6666666666666667
370,Jaylen Samuels,PIT,23.0,14.0,4.0,57.0,47.0,175.0,1.0,66.0,305.0,1.0,104.4,3,0,4.0,3.0,9.0,0.0,5.0,14.0,0.0,2.0,14.0,1.0,14.0,9.0,28.0,0.0,9.0,46.0,0.0,7.0,3.0,0.0,23.0,7.666666666666667,1.6428571428571428,0.0,74.0,45.04347826086957,8.785714285714286,2.0,480.0,54.86178861788618,4.476190476190476,192.33333333333334,35.85731118180747
371,Derek Watt,LAC,27.0,16.0,2.0,5.0,3.0,10.0,1.0,7.0,32.0,0.0,13.2,17,4,3.0,3.0,1.0,0.0,1.0,15.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,16.0,68.0,0.0,0.0,0.0,0.0,0.75,1.0,42.0,57.333333333333336,0.3284313725490196,19.333333333333332,41.77777777777778
372,Cam Akers,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3.0,3.0,3.0,0.0,5.0,10.0,0.0,1.0,13.0,5.0,14.0,11.0,625.0,2.0,145.0,123.0,1.0,91.0,8.0,0.0,13.0,1.625,12.23076923076923,3.0,748.0,61.40251572327045,0.0,0.0,0.0,0.0,6.743589743589744,253.66666666666666,21.009171907756816
373,Gary Brightwell,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,1.0,1.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205129,3.3333333333333335,21.666666666666668
374,Damarea Crockett,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,2.3333333333333335,9.333333333333334
375,Jake Funk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.6666666666666667,8.333333333333334
376,Buddy Howell,HOU,23.0,16.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,1.0,10,0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,14.0,0.0,2.0,1.0,64.0,0.0,16.0,3.0,0.0,7.0,0.5,0.0,11.0,22.0,1.2857142857142858,0.0,67.0,52.11111111111111,0.3125,0.0,10.0,32.0,0.6994047619047619,29.333333333333332,35.370370370370374
377,John Kelly,LAR,23.0,4.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.9,4,0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.0,26.0,0.0,0.0,0.0,0.0,0.75,0.0,9.0,12.0,0.4166666666666667,7.333333333333333,12.666666666666666
378,Anthony McFarland Jr.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.0,1.0,3.0,0.0,3.0,11.0,0.0,1.0,11.0,0.0,9.0,6.0,113.0,0.0,33.0,54.0,0.0,17.0,2.0,0.0,14.0,7.0,3.8181818181818183,0.0,167.0,43.738095238095234,0.0,0.0,0.0,0.0,1.9393939393939394,60.333333333333336,16.91269841269841
379,Ryan Nall,CHI,24.0,8.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8,9,0,1.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,16.0,0.0,9.0,8.0,0.0,0.0,3.0,67.0,1.0,13.0,0.2222222222222222,0.0,8.0,36.0,0.75,1.0,67.0,90.66666666666667,0.25,0.0,8.0,32.0,0.40740740740740744,27.666666666666668,52.88888888888889
380,Jacques Patrick,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.0,4.0
381,Mekhi Sargent,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,11.0,12.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,3.6666666666666665,4.277777777777778
382,Kenjon Barner,ATL,29.0,14.0,0.0,8.0,6.0,28.0,0.0,4.0,22.0,0.0,9.12,3,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8571428571428571,0.0,50.0,58.333333333333336,0.7857142857142857,16.666666666666668,19.444444444444446
383,Nick Bellore,SEA,30.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,23.0,1.0,10.3,17,0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,1.0,1.0,5.0,0.0,1.0,9.0,0.0,1.0,0.058823529411764705,0.0,4.0,68.0,0.125,0.0,14.0,112.0,0.14285714285714285,1.0,23.0,168.0,0.10889355742296919,13.666666666666666,116.0
384,Nathan Cottrell,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,4.0
385,Nate McCrary,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333
386,Devine Ozigbo,JAX,23.0,10.0,0.0,5.0,3.0,27.0,0.0,9.0,23.0,0.0,8.0,3,0,1.0,1.0,-3.0,0.0,1.0,7.0,0.0,0.0,8.0,0.0,9.0,9.0,1.0,0.0,1.0,42.0,0.0,4.0,0.6666666666666666,0.0,4.0,6.0,1.25,0.0,43.0,34.4,1.4,0.0,50.0,35.714285714285715,1.1055555555555554,32.333333333333336,25.37142857142857
387,Khari Blasingame,TEN,23.0,6.0,3.0,5.0,4.0,0.0,0.0,0.0,54.0,0.0,9.4,11,3,2.0,2.0,6.0,0.0,3.0,4.0,0.0,-1.0,15.0,7.0,5.0,4.0,0.0,0.0,0.0,39.0,0.0,4.0,0.45454545454545453,0.0,10.0,22.0,0.3333333333333333,0.0,39.0,117.0,0.8333333333333334,0.0,54.0,64.8,0.5404040404040403,34.333333333333336,67.93333333333334
388,Trenton Cannon,NYJ,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,-2.0,14.0,0.0,3.0,3.0,33.0,0.0,10.0,16.0,0.0,5.0,0.25,0.0,4.0,16.0,0.9285714285714286,0.0,49.0,52.76923076923077,0.0,0.0,0.0,0.0,0.39285714285714285,17.666666666666668,22.923076923076923
389,Travis Kelce,KAN,30.0,16.0,16.0,136.0,97.0,4.0,1.0,1.0,1229.0,5.0,254.3,15,15,145.0,105.0,0.0,0.0,0.0,1416.0,11.0,208.0,16.0,16.0,134.0,92.0,3.0,1.0,2.0,1125.0,9.0,171.0,16.666666666666668,11.0,1416.0,85.61999999999999,14.125,10.0,1128.0,80.56637168141593,14.5625,6.0,1233.0,85.08154506437768,15.118055555555557,1259.0,83.75597224859787
390,Darren Waller,OAK,27.0,16.0,16.0,117.0,90.0,5.0,0.0,2.0,1145.0,3.0,221.0,16,15,145.0,107.0,0.0,0.0,0.0,1196.0,9.0,172.0,11.0,11.0,93.0,55.0,0.0,0.0,0.0,665.0,2.0,79.0,15.75,9.0,1196.0,76.5079365079365,13.454545454545455,2.0,665.0,49.57432432432432,12.9375,3.0,1150.0,89.1207729468599,14.047348484848484,1003.6666666666666,71.73434459304025
391,Robert Tonyan,GNB,25.0,11.0,1.0,15.0,10.0,0.0,0.0,0.0,100.0,1.0,26.0,16,8,59.0,52.0,0.0,0.0,0.0,586.0,11.0,125.0,8.0,5.0,29.0,18.0,0.0,0.0,0.0,204.0,2.0,32.0,6.9375,11.0,586.0,86.05405405405405,5.875,2.0,204.0,35.06382978723404,2.272727272727273,1.0,100.0,44.44,5.028409090909091,296.6666666666667,55.18596128042936
392,Mark Andrews,BAL,23.0,15.0,4.0,98.0,64.0,0.0,0.0,0.0,852.0,10.0,207.2,14,2,88.0,58.0,0.0,0.0,0.0,701.0,7.0,112.0,17.0,9.0,153.0,107.0,0.0,0.0,1.0,1361.0,9.0,194.0,10.428571428571429,7.0,701.0,67.89041095890411,15.294117647058824,9.0,1361.0,89.57692307692307,10.8,10.0,852.0,79.81481481481481,12.174229691876752,971.3333333333334,79.09404961688067
393,T.J. Hockenson,DET,22.0,12.0,7.0,59.0,32.0,0.0,0.0,0.0,367.0,2.0,80.7,16,16,101.0,67.0,0.0,0.0,1.0,723.0,6.0,108.0,12.0,12.0,84.0,61.0,0.0,0.0,0.0,583.0,4.0,84.0,10.5,6.0,723.0,69.42857142857143,12.083333333333334,4.0,583.0,48.57931034482758,7.583333333333333,2.0,367.0,48.659340659340664,10.055555555555555,557.6666666666666,55.55574081091323
394,Mike Gesicki,MIA,24.0,16.0,5.0,89.0,51.0,0.0,0.0,0.0,570.0,5.0,136.0,15,9,85.0,53.0,0.0,0.0,0.0,703.0,6.0,106.0,17.0,9.0,112.0,73.0,0.0,0.0,0.0,780.0,2.0,92.0,9.2,6.0,703.0,77.06521739130436,10.882352941176471,2.0,780.0,71.85945945945946,8.75,5.0,570.0,65.71428571428571,9.61078431372549,684.3333333333334,71.54632085501652
395,Logan Thomas,DET,28.0,16.0,3.0,28.0,16.0,0.0,0.0,0.0,173.0,1.0,39.3,16,15,110.0,72.0,5.0,0.0,3.0,670.0,6.0,105.0,6.0,6.0,25.0,18.0,0.0,0.0,0.0,196.0,3.0,36.0,11.375,6.0,675.0,59.86813186813187,7.166666666666667,3.0,196.0,27.767441860465116,2.75,1.0,173.0,63.27272727272727,7.097222222222222,348.0,50.30276700044141
396,Rob Gronkowski,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,77.0,45.0,0.0,0.0,0.0,623.0,7.0,104.0,12.0,12.0,89.0,55.0,0.0,0.0,0.0,802.0,6.0,116.0,7.625,7.0,623.0,82.62295081967213,12.0,6.0,802.0,67.33333333333333,0.0,0.0,0.0,0.0,6.541666666666667,475.0,49.985428051001826
397,Jonnu Smith,TEN,24.0,16.0,14.0,44.0,35.0,78.0,0.0,4.0,439.0,3.0,104.7,15,14,65.0,41.0,4.0,1.0,2.0,448.0,8.0,99.0,16.0,11.0,45.0,28.0,40.0,0.0,9.0,294.0,1.0,39.0,7.066666666666666,9.0,452.0,65.23584905660377,4.5625,1.0,334.0,73.42465753424658,4.9375,3.0,517.0,105.31645569620254,5.522222222222222,434.3333333333333,81.32565409568429
398,Jimmy Graham,GNB,33.0,16.0,10.0,60.0,38.0,0.0,0.0,0.0,447.0,3.0,100.7,16,15,76.0,50.0,0.0,0.0,0.0,456.0,8.0,94.0,15.0,6.0,23.0,14.0,0.0,0.0,0.0,167.0,3.0,37.0,7.875,8.0,456.0,58.92063492063492,2.466666666666667,3.0,167.0,68.91891891891892,6.125,3.0,447.0,73.46938775510205,5.48888888888889,356.6666666666667,67.10298053155196
399,Hayden Hurst,BAL,26.0,16.0,4.0,39.0,30.0,0.0,0.0,0.0,349.0,2.0,76.9,16,9,88.0,56.0,0.0,0.0,0.0,571.0,6.0,93.0,13.0,5.0,31.0,26.0,0.0,0.0,0.0,221.0,3.0,38.0,9.0,6.0,571.0,64.11111111111111,4.384615384615385,3.0,221.0,51.08771929824561,4.3125,2.0,349.0,81.3913043478261,5.899038461538463,380.3333333333333,65.53004491906094
400,Jared Cook,NOR,32.0,14.0,7.0,65.0,43.0,0.0,0.0,0.0,705.0,9.0,167.5,15,5,60.0,37.0,0.0,0.0,0.0,504.0,7.0,90.0,16.0,10.0,83.0,48.0,0.0,0.0,0.0,564.0,4.0,84.0,6.466666666666667,7.0,504.0,79.02061855670102,8.1875,4.0,564.0,69.37404580152672,7.714285714285714,9.0,705.0,92.55555555555556,7.456150793650793,591.0,80.3167399712611
401,Noah Fant,DEN,22.0,16.0,11.0,66.0,40.0,-12.0,0.0,3.0,562.0,3.0,111.0,15,14,93.0,62.0,0.0,0.0,0.0,673.0,3.0,87.0,16.0,16.0,90.0,68.0,0.0,0.0,0.0,670.0,4.0,91.0,10.333333333333334,3.0,673.0,65.41935483870968,9.875,4.0,670.0,68.25316455696202,6.625,3.0,550.0,83.47169811320755,8.944444444444445,631.0,72.38140583629308
402,Eric Ebron,IND,26.0,11.0,2.0,52.0,31.0,0.0,0.0,0.0,375.0,3.0,86.5,15,9,91.0,56.0,0.0,0.0,0.0,558.0,5.0,86.0,8.0,3.0,18.0,12.0,1.0,1.0,1.0,84.0,1.0,21.0,9.8,5.0,558.0,57.44897959183673,3.75,2.0,85.0,23.2,7.545454545454546,3.0,375.0,50.09638554216867,7.031818181818182,339.3333333333333,43.5817883780018
403,Hunter Henry,LAC,25.0,12.0,12.0,76.0,55.0,0.0,0.0,0.0,652.0,5.0,148.2,14,14,93.0,60.0,0.0,0.0,0.0,613.0,4.0,85.0,17.0,10.0,75.0,50.0,0.0,0.0,0.0,603.0,9.0,114.0,10.928571428571429,4.0,613.0,56.45751633986928,7.352941176470588,9.0,603.0,83.232,10.916666666666666,5.0,652.0,60.18320610687023,9.732726423902895,622.6666666666666,66.62424081557982
404,Tyler Higbee,LAR,26.0,15.0,15.0,89.0,69.0,0.0,0.0,0.0,734.0,3.0,160.4,15,15,60.0,44.0,1.0,0.0,1.0,521.0,5.0,84.0,15.0,15.0,85.0,61.0,0.0,0.0,0.0,560.0,5.0,86.0,6.933333333333334,5.0,522.0,76.00961538461539,9.733333333333333,5.0,560.0,58.04794520547946,10.533333333333333,3.0,734.0,69.96835443037975,9.066666666666665,605.3333333333334,68.0086383401582
405,Dalton Schultz,DAL,23.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,1.6,16,14,89.0,63.0,0.0,0.0,0.0,615.0,4.0,84.0,17.0,15.0,104.0,78.0,0.0,0.0,0.0,808.0,8.0,131.0,9.5,4.0,615.0,65.15789473684211,10.705882352941176,8.0,808.0,76.21978021978022,0.1875,0.0,6.0,32.0,6.797794117647058,476.3333333333333,57.792558318874114
406,Evan Engram,NYG,25.0,8.0,6.0,68.0,44.0,7.0,0.0,3.0,467.0,3.0,109.4,16,14,109.0,63.0,26.0,1.0,6.0,654.0,1.0,78.0,15.0,12.0,73.0,46.0,-3.0,0.0,1.0,408.0,3.0,57.0,10.75,2.0,680.0,63.44186046511628,7.933333333333334,3.0,405.0,51.42857142857142,14.0,3.0,474.0,34.07142857142857,10.894444444444446,519.6666666666666,49.64728682170543
407,George Kittle,SFO,26.0,14.0,14.0,107.0,85.0,22.0,0.0,5.0,1053.0,5.0,222.5,8,8,63.0,48.0,17.0,0.0,2.0,634.0,2.0,77.0,14.0,14.0,94.0,71.0,20.0,0.0,3.0,910.0,6.0,127.0,13.875,2.0,651.0,47.06306306306306,11.785714285714286,6.0,930.0,79.41818181818181,13.714285714285714,5.0,1075.0,78.75,13.125,885.3333333333334,68.41041496041495
408,Dallas Goedert,PHI,24.0,15.0,9.0,87.0,58.0,0.0,0.0,0.0,607.0,5.0,144.7,11,9,65.0,46.0,0.0,0.0,0.0,524.0,3.0,70.0,15.0,14.0,76.0,56.0,0.0,0.0,0.0,830.0,4.0,109.0,10.090909090909092,3.0,524.0,52.22522522522522,8.8,4.0,830.0,94.77272727272727,9.666666666666666,5.0,607.0,63.31034482758621,9.519191919191918,653.6666666666666,70.10276577517958
409,Irv Smith Jr.,MIN,21.0,16.0,7.0,47.0,36.0,0.0,0.0,0.0,311.0,2.0,79.1,13,7,43.0,30.0,0.0,0.0,0.0,365.0,5.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.615384615384615,5.0,365.0,65.89041095890411,0.0,0.0,0.0,0.0,5.1875,2.0,311.0,60.33734939759036,3.6009615384615383,225.33333333333334,42.07592011883149
410,Austin Hooper,ATL,25.0,13.0,10.0,97.0,75.0,0.0,0.0,0.0,787.0,6.0,189.7,13,13,70.0,46.0,0.0,0.0,0.0,435.0,4.0,68.0,16.0,16.0,61.0,38.0,0.0,0.0,0.0,345.0,3.0,55.0,8.923076923076923,4.0,435.0,49.19827586206896,6.1875,3.0,345.0,56.24242424242424,13.23076923076923,6.0,787.0,59.93604651162791,9.447115384615385,522.3333333333334,55.12558220537371
411,Dan Arnold,2TM,24.0,5.0,1.0,14.0,8.0,0.0,0.0,0.0,127.0,2.0,32.7,16,5,45.0,31.0,0.0,0.0,0.0,438.0,4.0,66.0,11.0,4.0,52.0,35.0,0.0,0.0,0.0,408.0,0.0,41.0,4.75,4.0,438.0,93.05263157894737,7.909090909090909,0.0,408.0,51.58620689655172,4.4,2.0,127.0,29.318181818181817,5.686363636363637,324.3333333333333,57.985673431226964
