,Player,Tm,Age,2021 Games,2021 GS,2021 Tgt,2021 Rec,2021 RushingYds,2021 RushingTD,2021 RushingAtt,2021 ReceivingYds,2021 ReceivingTD,2021 FantasyPoints,2019 Games,2019 GS,2019 Tgt,2019 Rec,2019 RushingYds,2019 RushingTD,2019 RushingAtt,2019 ReceivingYds,2019 ReceivingTD,2019 FantasyPoints,2020 Games,2020 GS,2020 Tgt,2020 Rec,2020 RushingYds,2020 RushingTD,2020 RushingAtt,2020 ReceivingYds,2020 ReceivingTD,2020 FantasyPoints,Usage19,Touchdowns19,TotYdsScrm19,Production19,Usage20,Touchdowns20,TotYdsScrm20,Production20,Usage21,Touchdowns21,TotYdsScrm21,Production21,Average Total Usage,Average Total Yards,Average Total Production
163,Lil'Jordan Humphrey,NOR,21.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5.0,3.0,0.0,0.0,0.0,46.0,1.0,11.0,10.0,4.0,18.0,13.0,0.0,0.0,0.0,249.0,2.0,37.0,2.6666666666666665,1.0,46.0,17.625,3.1,2.0,249.0,80.96774193548387,0.2,0.0,0.0,0.0,1.988888888888889,98.33333333333333,32.86424731182796
164,Diontae Spencer,DEN,27.0,16.0,2.0,8.0,6.0,6.0,0.0,3.0,31.0,0.0,7.7,11,0,6.0,3.0,19.0,0.0,3.0,26.0,0.0,11.0,15.0,0.0,4.0,1.0,0.0,0.0,0.0,-3.0,0.0,-4.0,0.8181818181818182,0.0,45.0,55.0,0.3333333333333333,0.0,-3.0,-9.0,0.875,0.0,37.0,42.285714285714285,0.6755050505050505,26.333333333333332,29.428571428571427
165,Javon Wims,CHI,25.0,16.0,6.0,39.0,18.0,0.0,0.0,0.0,186.0,1.0,42.6,13,1,12.0,6.0,2.0,0.0,1.0,48.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,1.0,50.0,36.833333333333336,0.0,0.0,0.0,0.0,3.5625,1.0,186.0,52.49122807017544,1.6490384615384617,78.66666666666667,29.774853801169588
166,C.J. Board,JAX,26.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,31.0,0.0,5.1,14,4,16.0,11.0,3.0,0.0,1.0,101.0,0.0,10.0,6.0,1.0,6.0,4.0,6.0,0.0,1.0,51.0,0.0,6.0,1.9285714285714286,0.0,104.0,53.925925925925924,1.6666666666666667,0.0,57.0,34.199999999999996,1.5,0.0,31.0,20.666666666666668,1.6984126984126984,64.0,36.264197530864195
167,Brandon Zylstra,CAR,26.0,8.0,0.0,12.0,8.0,0.0,0.0,0.0,106.0,0.0,18.6,16,2,4.0,3.0,1.0,0.0,1.0,35.0,0.0,10.0,13.0,3.0,25.0,18.0,0.0,0.0,0.0,250.0,1.0,31.0,0.4375,0.0,36.0,82.28571428571429,3.3076923076923075,1.0,250.0,75.88372093023256,2.5,0.0,106.0,42.4,2.081730769230769,130.66666666666666,66.85647840531563
168,Parris Campbell,IND,22.0,7.0,3.0,24.0,18.0,34.0,0.0,4.0,127.0,1.0,38.1,2,2,9.0,6.0,16.0,0.0,2.0,71.0,0.0,9.0,6.0,3.0,20.0,10.0,0.0,0.0,0.0,162.0,1.0,22.0,7.5,0.0,87.0,11.6,5.0,1.0,162.0,32.6,6.0,1.0,161.0,27.0,6.166666666666667,136.66666666666666,23.733333333333334
169,Austin Carr,NOR,26.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,1.9,6,0,4.0,3.0,0.0,0.0,0.0,27.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.0,27.0,24.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,9.0,10.799999999999999,0.6666666666666666,12.0,11.6
170,Austin Mack,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,11.0,7.0,0.0,0.0,0.0,91.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,91.0,55.61111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545455,30.333333333333332,18.537037037037035
171,Joe Reed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1.0,0.0,29.0,1.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,29.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,9.666666666666666,110.0
172,Trent Taylor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,21.0,10.0,0.0,0.0,0.0,86.0,0.0,9.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,41.0,0.0,4.0,2.5833333333333335,0.0,86.0,33.29032258064516,1.25,0.0,41.0,32.8,0.0,0.0,0.0,0.0,1.277777777777778,42.333333333333336,22.03010752688172
173,Justin Watson,TAM,24.0,16.0,2.0,26.0,15.0,0.0,0.0,0.0,159.0,2.0,42.9,11,2,11.0,7.0,0.0,0.0,0.0,94.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,94.0,57.44444444444444,0.0,0.0,0.0,0.0,2.5625,2.0,159.0,62.829268292682926,1.3996212121212122,84.33333333333333,40.091237579042456
174,Jake Kumerow,GNB,27.0,14.0,4.0,21.0,12.0,0.0,0.0,0.0,219.0,1.0,39.9,6,0,1.0,1.0,0.0,0.0,0.0,22.0,1.0,8.0,15.0,2.0,6.0,2.0,0.0,0.0,0.0,28.0,0.0,3.0,0.3333333333333333,1.0,22.0,69.0,0.5333333333333333,0.0,28.0,52.5,2.357142857142857,1.0,219.0,93.33333333333333,1.0746031746031746,89.66666666666667,71.6111111111111
175,Pharoh Cooper,2TM,24.0,13.0,1.0,33.0,25.0,2.0,0.0,1.0,243.0,1.0,55.5,16,1,8.0,5.0,0.0,0.0,0.0,73.0,0.0,7.0,8.0,0.0,11.0,4.0,3.0,0.0,1.0,33.0,0.0,4.0,0.8125,0.0,73.0,89.84615384615384,1.875,0.0,36.0,19.2,4.461538461538462,1.0,245.0,55.137931034482754,2.3830128205128207,118.0,54.72802829354553
176,Courtland Sutton,DEN,24.0,16.0,14.0,124.0,72.0,17.0,0.0,3.0,1112.0,6.0,222.42,1,1,6.0,3.0,0.0,0.0,0.0,66.0,0.0,7.0,17.0,16.0,98.0,58.0,0.0,0.0,0.0,776.0,2.0,92.0,9.0,0.0,66.0,7.333333333333333,9.176470588235293,2.0,776.0,84.78205128205128,12.25,6.0,1129.0,92.65306122448979,10.142156862745098,657.0,61.5894819466248
177,Ja'Marcus Bradley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,11.0,5.0,0.0,0.0,0.0,60.0,0.0,6.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,6.0,5.333333333333333,0.0,60.0,11.25,1.6,0.0,64.0,40.0,0.0,0.0,0.0,0.0,2.3111111111111113,41.333333333333336,17.083333333333332
178,Tyrie Cleveland,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,9.0,6.0,0.0,0.0,0.0,63.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,63.0,42.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476190476190476,21.0,14.0
179,Ashton Dulin,IND,22.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,3.7,13,0,6.0,3.0,11.0,0.0,2.0,53.0,0.0,6.0,17.0,1.0,22.0,13.0,32.0,0.0,3.0,173.0,2.0,39.0,0.6923076923076923,0.0,64.0,92.44444444444444,2.0588235294117645,2.0,205.0,100.54285714285716,0.3076923076923077,0.0,17.0,55.25,1.0196078431372548,95.33333333333333,82.7457671957672
180,Jaydon Mickens,TAM,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,10.0,7.0,0.0,0.0,0.0,58.0,0.0,6.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,1.7,0.0,58.0,34.11764705882353,0.45454545454545453,0.0,10.0,22.0,0.0,0.0,0.0,0.0,0.7181818181818181,22.666666666666668,18.705882352941178
181,Steven Mitchell,HOU,25.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,37.0,0.0,5.7,6,1,8.0,5.0,0.0,0.0,0.0,60.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,60.0,27.692307692307693,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,37.0,13.875,1.611111111111111,32.333333333333336,13.855769230769232
182,Damion Ratley,CLE,24.0,13.0,3.0,24.0,12.0,0.0,0.0,0.0,200.0,1.0,38.0,5,0,10.0,4.0,0.0,0.0,0.0,63.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,63.0,22.5,0.0,0.0,0.0,0.0,2.769230769230769,1.0,200.0,72.58333333333333,1.8564102564102563,87.66666666666667,31.694444444444443
183,K.J. Hill,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,11.0,7.0,0.0,0.0,0.0,73.0,0.0,5.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,30.0,0.0,3.0,1.2,0.0,73.0,60.833333333333336,1.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.7333333333333334,34.333333333333336,30.277777777777782
184,Trent Sherfield,ARI,23.0,16.0,1.0,13.0,4.0,0.0,0.0,0.0,80.0,0.0,12.0,15,1,7.0,5.0,0.0,0.0,0.0,50.0,0.0,5.0,17.0,1.0,20.0,9.0,0.0,0.0,0.0,87.0,1.0,15.0,0.8,0.0,50.0,62.5,1.7058823529411764,1.0,87.0,51.58620689655173,1.0625,0.0,80.0,75.29411764705883,1.1894607843137255,72.33333333333333,63.12677484787019
185,Nick Westbrook-Ikhine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,8.0,3.0,0.0,0.0,0.0,33.0,0.0,5.0,16.0,7.0,57.0,38.0,0.0,0.0,0.0,476.0,4.0,70.0,0.7857142857142857,0.0,33.0,42.0,5.9375,4.0,476.0,80.84210526315789,0.0,0.0,0.0,0.0,2.2410714285714284,169.66666666666666,40.94736842105263
186,Isaiah Zuber,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2.0,2.0,21.0,0.0,2.0,29.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,16.666666666666668,16.666666666666668
187,Lawrence Cager,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,6.0,2.0,0.0,0.0,0.0,35.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,11.666666666666666,2.9166666666666665
188,River Cracraft,DEN,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,9.0,6.0,0.0,0.0,0.0,41.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,41.0,24.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,13.666666666666666,8.2
189,Robert Foster,BUF,25.0,13.0,2.0,18.0,3.0,29.0,0.0,2.0,64.0,0.0,12.3,4,2,6.0,2.0,0.0,0.0,0.0,37.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,18.5,0.0,0.0,0.0,0.0,1.6153846153846154,0.0,93.0,57.57142857142857,1.205128205128205,43.333333333333336,25.357142857142858
190,Ted Ginn Jr.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6.0,3.0,0.0,0.0,0.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,40.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.333333333333334,8.88888888888889
191,Terry Godwin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6.0,3.0,3.0,0.0,1.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.666666666666666,3.888888888888889
192,Juwan Johnson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,10.0,4.0,0.0,0.0,0.0,39.0,0.0,4.0,14.0,2.0,22.0,13.0,0.0,0.0,0.0,159.0,4.0,40.0,2.0,0.0,39.0,19.5,2.5,4.0,159.0,65.2,0.0,0.0,0.0,0.0,1.5,66.0,28.233333333333334
193,Riley Ridley,CHI,23.0,5.0,0.0,7.0,6.0,0.0,0.0,0.0,69.0,0.0,12.9,5,1,4.0,4.0,0.0,0.0,0.0,39.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,39.0,24.375,0.0,0.0,0.0,0.0,2.6,0.0,69.0,26.538461538461537,1.4000000000000001,36.0,16.971153846153843
194,Daniel Brown,NYJ,27.0,16.0,5.0,11.0,7.0,0.0,0.0,0.0,72.0,1.0,20.2,16,1,2.0,2.0,0.0,0.0,0.0,31.0,0.0,3.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,0.0,3.0,0.25,0.0,31.0,124.0,0.3333333333333333,0.0,29.0,87.0,1.125,1.0,72.0,64.88888888888889,0.5694444444444444,44.0,91.96296296296298
195,Antonio Gandy-Golden,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,7.0,1.0,22.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,25.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,8.333333333333334,6.25
196,Josh Malone,NYJ,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6.0,4.0,12.0,0.0,1.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,28.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,9.333333333333334,3.733333333333333
197,Seth Roberts,BAL,28.0,16.0,0.0,35.0,21.0,0.0,0.0,0.0,271.0,2.0,60.1,7,1,6.0,4.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,31.0,21.7,0.0,0.0,0.0,0.0,3.5,2.0,271.0,78.0,1.642857142857143,100.66666666666667,33.233333333333334
198,Darrius Shepherd,GNB,24.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9,8,0,8.0,5.0,0.0,0.0,0.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.0,46.0,28.307692307692307,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,0.7083333333333334,15.666666666666666,10.102564102564102
199,Deontay Burnett,PHI,22.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,48.0,0.0,6.8,2,0,4.0,3.0,0.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,19.0,5.428571428571429,0.0,0.0,0.0,0.0,6.0,0.0,48.0,8.0,3.1666666666666665,22.333333333333332,4.476190476190476
200,Antonio Callaway,CLE,22.0,4.0,2.0,15.0,8.0,0.0,0.0,0.0,89.0,0.0,16.9,5,1,4.0,2.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,20.0,16.666666666666668,0.0,0.0,0.0,0.0,5.75,0.0,89.0,15.478260869565217,2.316666666666667,36.333333333333336,10.714975845410628
201,Daurice Fountain,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3.0,2.0,0.0,0.0,0.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.666666666666667,7.666666666666667
202,Penny Hart,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,1.0,1.0,19.0,0.0,1.0,3.0,0.0,2.0,17.0,0.0,12.0,7.0,0.0,0.0,0.0,59.0,0.0,6.0,0.15384615384615385,0.0,22.0,143.0,1.1176470588235294,0.0,59.0,52.78947368421053,0.0,0.0,0.0,0.0,0.4238310708898944,27.0,65.26315789473684
203,Tommylee Lewis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3.0,1.0,14.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.8,0.0,19.0,23.75,1.5,0.0,7.0,4.666666666666667,0.0,0.0,0.0,0.0,0.7666666666666666,8.666666666666666,9.472222222222223
204,Donte Moncrief,2TM,26.0,8.0,2.0,15.0,4.0,0.0,0.0,0.0,18.0,0.0,5.8,6,0,2.0,1.0,4.0,0.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,19.0,38.0,0.0,0.0,0.0,0.0,2.375,0.0,18.0,7.578947368421052,0.9583333333333334,12.333333333333334,15.192982456140351
205,John Ross,CIN,25.0,8.0,8.0,56.0,28.0,4.0,0.0,3.0,506.0,3.0,95.0,3,1,7.0,2.0,0.0,0.0,0.0,17.0,0.0,2.0,10.0,1.0,20.0,11.0,16.0,0.0,1.0,224.0,1.0,30.0,3.0,0.0,17.0,5.666666666666667,3.1,1.0,240.0,77.74193548387096,10.5,3.0,510.0,48.857142857142854,5.533333333333334,255.66666666666666,44.08858166922683
206,Jaleel Scott,BAL,24.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,1.6,1,1,1.0,1.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,6.0,4.5,1.111111111111111,7.333333333333333,4.166666666666667
207,Gehrig Dieter,KAN,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,10.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.3333333333333335,4.444444444444445
208,Bennie Fowler,NYG,28.0,8.0,2.0,36.0,23.0,20.0,0.0,1.0,193.0,0.0,44.3,5,0,6.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,11.0,6.875,0.0,0.0,0.0,0.0,7.375,0.0,213.0,28.88135593220339,2.9916666666666667,74.66666666666667,11.918785310734464
209,Cody Hollister,TEN,26.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,3.3,2,0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,3.0,1.0,7.0,4.0,0.0,0.0,0.0,33.0,0.0,3.0,1.0,0.0,12.0,12.0,3.6666666666666665,0.0,33.0,9.0,0.8,0.0,13.0,16.25,1.822222222222222,19.333333333333332,12.416666666666666
210,Trenton Irwin,CIN,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,7.0,0.0,5.0,2.0,0.0,0.0,0.0,34.0,0.0,3.0,3.0,0.0,5.0,1.6666666666666667,1.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,1.3333333333333333,13.0,11.888888888888888
211,Marcus Kemp,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,16.0,0.0,5.0,2.0,0.0,0.0,0.0,24.0,0.0,2.0,0.18181818181818182,0.0,11.0,60.5,0.4375,0.0,24.0,54.857142857142854,0.0,0.0,0.0,0.0,0.20643939393939395,11.666666666666666,38.452380952380956
212,Keith Kirkwood,NOR,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,17.0,0.0,2.0,3.0,0.0,13.0,4.333333333333333,3.3333333333333335,0.0,17.0,5.1,0.0,0.0,0.0,0.0,2.111111111111111,10.0,3.1444444444444444
213,James Proche,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,14.0,0.0,20.0,16.0,0.0,0.0,0.0,202.0,0.0,20.0,0.2857142857142857,0.0,14.0,49.0,2.5714285714285716,0.0,202.0,78.55555555555554,0.0,0.0,0.0,0.0,0.9523809523809524,72.0,42.51851851851851
214,Vyncint Smith,NYJ,23.0,13.0,4.0,31.0,17.0,52.0,1.0,3.0,225.0,0.0,48.7,7,0,3.0,1.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,13.0,22.75,0.5,0.0,0.0,0.0,3.6923076923076925,1.0,277.0,75.29166666666666,1.5879120879120878,96.66666666666667,32.68055555555555
215,Tavon Austin,DAL,29.0,14.0,0.0,24.0,13.0,47.0,1.0,6.0,177.0,1.0,47.4,4,0,5.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,3.0,37.0,24.0,21.0,0.0,3.0,213.0,1.0,27.0,2.5,0.0,20.0,8.0,4.6923076923076925,1.0,234.0,50.08196721311475,2.642857142857143,2.0,224.0,85.51351351351352,3.2783882783882787,159.33333333333334,47.86516024220942
216,Jojo Natson,LAR,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,inf
217,DeAndre Carter,HOU,26.0,16.0,3.0,14.0,11.0,0.0,0.0,0.0,162.0,0.0,25.2,13,0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,-1.0,17.0,6.0,44.0,24.0,89.0,0.0,10.0,296.0,3.0,63.0,0.23076923076923078,0.0,8.0,34.666666666666664,4.0,3.0,385.0,97.0,1.5625,0.0,162.0,103.68,1.9310897435897436,185.0,78.44888888888889
218,Andre Roberts,BUF,31.0,13.0,0.0,7.0,3.0,7.0,0.0,1.0,20.0,0.0,5.7,15,0,5.0,4.0,-3.0,0.0,1.0,34.0,0.0,-1.0,16.0,0.0,2.0,1.0,19.0,0.0,3.0,35.0,0.0,7.0,0.6,0.0,31.0,51.66666666666667,0.1875,0.0,54.0,288.0,0.7692307692307693,0.0,27.0,35.1,0.5189102564102565,37.333333333333336,124.92222222222223
219,Dede Westbrook,JAX,26.0,15.0,11.0,101.0,66.0,27.0,0.0,5.0,660.0,3.0,152.7,2,0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,-2.0,15.0,0.0,15.0,10.0,0.0,0.0,0.0,68.0,0.0,7.0,1.0,0.0,4.0,4.0,1.6666666666666667,0.0,68.0,40.8,11.133333333333333,3.0,687.0,61.97604790419162,4.6000000000000005,253.0,35.59201596806387
220,Kendall Hinton,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,-3.0,16.0,1.0,23.0,15.0,0.0,0.0,0.0,175.0,1.0,24.0,0.0,0.0,7.0,inf,2.375,1.0,175.0,74.10526315789474,0.0,0.0,0.0,0.0,0.7916666666666666,60.666666666666664,inf
221,Jonathan Taylor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,17,51.0,40.0,1811.0,18.0,332.0,360.0,2.0,333.0,15.0,13.0,39.0,36.0,1169.0,11.0,232.0,299.0,1.0,217.0,22.529411764705884,20.0,2171.0,97.25065274151436,18.066666666666666,12.0,1468.0,81.91881918819189,0.0,0.0,0.0,0.0,13.53202614379085,1213.0,59.723157309902085
222,Austin Ekeler,LAC,24.0,16.0,8.0,108.0,92.0,557.0,3.0,132.0,993.0,8.0,309.0,16,16,94.0,70.0,911.0,12.0,206.0,647.0,8.0,274.0,10.0,10.0,65.0,54.0,530.0,1.0,116.0,403.0,2.0,111.0,18.75,20.0,1558.0,84.16,18.1,3.0,933.0,51.712707182320436,15.0,11.0,1550.0,104.06666666666666,17.283333333333335,1347.0,79.97979128299569
223,Joe Mixon,CIN,23.0,16.0,15.0,45.0,35.0,1137.0,5.0,278.0,287.0,3.0,225.4,16,16,48.0,42.0,1205.0,13.0,292.0,314.0,3.0,246.0,6.0,6.0,26.0,21.0,428.0,3.0,119.0,138.0,1.0,79.0,21.25,16.0,1519.0,72.23529411764706,24.166666666666668,4.0,566.0,23.586206896551722,20.1875,8.0,1424.0,70.93498452012383,21.868055555555557,1169.6666666666667,55.58549517810754
224,Najee Harris,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,17,94.0,74.0,1200.0,7.0,307.0,467.0,3.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58823529411765,10.0,1667.0,71.09476309226932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.862745098039216,555.6666666666666,23.698254364089774
225,James Conner,PIT,24.0,10.0,10.0,38.0,34.0,464.0,4.0,116.0,251.0,3.0,145.5,15,6,39.0,37.0,752.0,15.0,202.0,375.0,3.0,221.0,13.0,11.0,43.0,35.0,721.0,6.0,169.0,215.0,0.0,130.0,16.066666666666666,18.0,1127.0,71.2655601659751,16.307692307692307,6.0,936.0,57.76415094339623,15.4,7.0,715.0,46.883116883116884,15.924786324786323,926.0,58.637609330829406
