,Player,2019 FantasyPoints,2020 FantasyPoints,2021 FantasyPoints,Production21,Average Total Production,Team,POS,AVG,Prediction
127,Hayden Hurst,76.9,93.0,38.0,51.08771929824561,65.53004491906094,CIN,TE25,212.7,51.087719298245595
128,Trey Sermon,0.0,0.0,25.0,38.8,12.933333333333332,SF,RB66,216.0,38.80000000000007
129,Kyle Rudolph,111.7,37.0,34.0,63.50769230769231,64.65051576775714,TB,TE26,217.0,63.50769230769222
130,Mike Davis,11.9,148.0,94.0,66.43877551020408,53.2455492835432,BAL,RB70,218.5,66.43877551020411
131,Odell Beckham Jr.,0.0,64.0,85.0,61.77777777777778,34.55723905723906,,WR73,222.0,71.6065984959362
132,D'Ernest Johnson,15.2,18.0,85.0,91.664,101.10667321867322,CLE,RB67,222.3,98.36596024121712
133,Austin Hooper,189.7,68.0,55.0,56.24242424242424,55.12558220537371,TEN,TE24,224.3,56.24242424242411
134,Boston Scott,96.9,71.0,86.0,71.92233009708738,70.14269240784138,PHI,RB72,231.5,71.92233009708728
135,Devin Duvernay,0.0,33.0,50.0,64.8,53.02028985507246,BAL,WR86,232.5,64.80000000000011
136,KJ Hamler,0.0,60.0,7.0,14.8,26.29767441860465,DEN,WR87,233.0,14.799999999999972
137,Brevin Jordan,0.0,0.0,36.0,33.9375,11.3125,HOU,TE28,233.0,49.71498984028416
138,Logan Thomas,39.3,105.0,36.0,27.76744186046512,50.30276700044141,WAS,TE27,233.5,27.767441860465155
139,Myles Gaskin,31.4,123.0,125.0,61.44491525423729,46.70573453800855,MIA,RB75,234.0,61.44491525423739
140,Isaiah McKenzie,63.3,70.0,33.0,74.02173913043478,72.37088274044795,BUF,WR79,235.7,74.02173913043492
141,Cedrick Wilson Jr.,0.0,35.0,103.0,93.43396226415096,52.35946890286513,MIA,WR92,240.0,93.43396226415096
142,Nico Collins,0.0,0.0,51.0,67.29032258064515,22.43010752688172,HOU,WR84,241.3,67.29032258064511
143,Samaje Perine,1.6,55.0,56.0,82.6046511627907,61.31266149870802,CIN,RB71,245.3,82.60465116279083
144,Marquez Callaway,0.0,21.0,106.0,92.06153846153846,46.95801282051283,NO,WR93,246.0,92.06153846153836
145,A.J. Green,0.0,64.0,103.0,93.26027397260276,49.62980434848348,ARI,WR83,247.7,93.26027397260265
146,Laviska Shenault Jr.,0.0,99.0,64.0,64.78527607361963,45.30312122162017,JAC,WR89,248.5,64.78527607361958
147,Matt Breida,103.3,33.0,36.0,51.42857142857143,59.69708003141288,NYG,RB73,248.7,51.42857142857149
148,C.J. Uzomah,63.2,15.0,79.0,71.14285714285714,46.22489058467063,NYJ,TE29,249.0,67.20350601292952
149,Phillip Lindsay,197.7,59.0,41.0,44.55913978494623,53.40696816360953,IND,RB83,249.0,44.559139784946225
150,Ke'Shawn Vaughn,0.0,18.0,33.0,56.72727272727273,32.24242424242424,TB,RB85,251.0,56.72727272727273
151,Damien Williams,141.1,0.0,45.0,51.42857142857143,34.93114543114543,ATL,RB77,252.0,51.42857142857149
152,Parris Campbell,38.1,9.0,22.0,32.6,23.73333333333333,IND,WR82,253.0,32.599999999999945
153,Kendrick Bourne,95.8,81.0,126.0,126.48,95.51728411338168,NE,WR90,254.0,126.4799999999997
154,Terrace Marshall Jr.,0.0,0.0,16.0,38.17021276595744,12.723404255319148,CAR,WR91,254.0,51.20859626981981
155,Amari Rodgers,0.0,0.0,6.0,74.66666666666667,24.88888888888889,GB,WR97,255.0,61.69901676863865
156,Jerick McKinnon,0.0,93.0,23.0,69.0625,47.29379921259842,KC,RB69,255.7,69.0625
157,Sterling Shepard,139.8,97.0,42.0,28.15730337078652,43.06525496974936,NYG,WR98,256.0,28.15730337078652
158,Jalen Guyton,0.0,69.0,66.0,98.22784810126582,65.77072848355446,LAC,WR100,257.0,98.2278481012656
159,Dontrell Hilliard,38.1,5.0,54.0,42.829268292682926,49.77642276422764,TEN,RB79,259.0,42.82926829268299
160,Adam Trautman,0.0,23.0,36.0,49.21428571428571,44.14669738863287,NO,TE31,262.0,49.21428571428569
161,James Washington,133.5,69.0,42.0,66.17647058823529,76.4370430843005,DAL,WR105,267.0,66.17647058823519
162,Demarcus Robinson,100.9,63.0,44.0,68.77272727272727,74.7456394180532,LV,WR106,271.0,68.77272727272724
163,Chris Evans,0.0,0.0,35.0,94.7058823529412,31.5686274509804,CIN,RB81,276.0,94.70588235294117
164,Eno Benjamin,0.0,0.0,22.0,35.34146341463415,11.78048780487805,ARI,RB82,280.5,35.34146341463419
165,Foster Moreau,68.4,26.0,55.0,86.37837837837839,92.98844496670584,LV,TE38,282.0,86.37837837837834
166,Ricky Seals-Jones,58.9,0.0,39.0,44.9240506329114,45.1783872480075,NYG,TE39,283.0,44.924050632911445
167,Josh Reynolds,61.9,72.0,52.0,61.23076923076923,74.63957971852709,DET,WR107,291.0,65.89204492269086
168,Mo Alie-Cox,17.3,49.0,56.0,78.84057971014494,80.671170680324,IND,TE32,291.5,78.84057971014498
169,Randall Cobb,154.9,62.0,66.0,68.23880597014926,70.46281735910941,GB,WR101,294.0,68.23880597014913
170,Rashard Higgins,15.5,84.0,34.0,58.309859154929576,61.24061472455205,CAR,WR108,298.0,58.30985915492963
171,O.J. Howard,83.9,27.0,20.0,66.05714285714286,53.27115489874111,BUF,TE40,299.0,66.05714285714292
172,Rex Burkhead,101.1,83.0,79.0,64.0,61.63624595469256,HOU,RB80,299.5,66.62147616492085
173,David Johnson,141.5,147.0,49.0,54.14678899082568,61.20214075144648,,RB90,300.0,58.18426416856703
174,Josiah Deguara,0.0,1.0,37.0,68.13793103448276,25.379310344827587,GB,TE41,301.0,68.13793103448278
175,Zay Jones,48.9,23.0,59.0,79.91452991452991,66.16023546170605,JAC,WR102,305.0,79.91452991453004
176,Jauan Jennings,0.0,0.0,58.0,74.06451612903226,24.688172043010752,SF,WR110,306.0,76.20250815920389
177,Tyler Conklin,13.8,25.0,77.0,68.45945945945947,62.042042042042034,NYJ,TE36,306.0,68.45945945945935
178,Antonio Brown,16.1,72.0,79.0,37.355769230769226,26.261372713475517,,WR111,309.0,37.35576923076917
179,Olamide Zaccheaus,20.5,33.0,59.0,83.17857142857143,95.45054945054945,ATL,WR112,313.0,83.1785714285715
180,Jonnu Smith,104.7,99.0,39.0,73.42465753424658,81.3256540956843,NE,TE42,315.0,65.63952300431421
181,Nick Westbrook-Ikhine,0.0,5.0,70.0,80.84210526315789,40.94736842105263,TEN,WR96,317.5,71.4555658474096
182,Byron Pringle,35.0,28.0,85.0,95.5,87.66031746031746,CHI,WR113,318.0,91.10167909310498
183,Bryan Edwards,0.0,25.0,75.0,98.752688172043,62.763716570168185,ATL,WR104,318.0,98.75268817204292
184,Cam Sims,4.7,54.0,34.0,81.05263157894737,71.81754385964912,WAS,WR114,319.0,81.05263157894747
185,Jaelon Darden,0.0,0.0,5.0,27.0,9.0,TB,WR115,322.0,27.0
186,Josh Gordon,73.7,0.0,9.0,20.842105263157897,28.15457562825984,KC,WR116,323.0,20.842105263157915
187,N'Keal Harry,39.4,41.0,16.0,64.94117647058823,47.88409586056645,CHI,WR117,324.0,64.94117647058827
188,Jake Kumerow,39.9,8.0,3.0,52.5,71.6111111111111,BUF,WR120,331.0,52.5
189,Zack Moss,0.0,88.0,82.0,55.5546875,37.88489583333333,BUF,RB93,334.0,55.5546875
190,Jake Funk,0.0,0.0,1.0,25.0,8.333333333333334,LAR,RB94,335.0,25.0
191,Emmanuel Sanders,188.3,104.0,90.0,81.17543859649123,81.69002385695961,,WR121,336.0,81.17543859649135
192,Devontae Booker,12.6,69.0,104.0,72.7578947368421,80.11228070175439,,RB95,337.0,72.757894736842
193,Marquise Goodwin,38.1,0.0,37.0,73.03333333333333,42.70808080808081,SEA,WR122,338.0,73.0333333333335
194,Cole Beasley,180.8,126.0,77.0,57.23711340206186,67.42582802609023,,WR123,339.0,57.23711340206196
195,Nelson Agholor,92.0,138.0,66.0,72.32673267326733,73.85967062518218,NE,WR124,341.0,61.81121705435207
196,Devonta Freeman,197.6,29.0,113.0,70.58285714285714,49.23878210536183,,RB96,342.0,70.5828571428572
197,Zach Pascal,133.3,93.0,57.0,61.00934579439252,79.37946514295577,PHI,WR125,344.0,61.009345794392466
198,T.Y. Hilton,125.1,108.0,51.0,55.66666666666666,59.22006427642824,,WR127,348.0,55.6666666666667
199,Jordan Howard,111.4,30.0,61.0,32.92307692307692,29.990719319666685,,RB97,351.0,32.92307692307699
200,Latavius Murray,157.2,113.0,94.0,61.72727272727273,69.68316703394223,,RB98,355.0,61.72727272727275
201,Tommy Tremble,0.0,0.0,33.0,56.14545454545455,18.715151515151515,CAR,TE43,356.0,56.14545454545448
202,Jaret Patterson,0.0,0.0,46.0,73.37974683544303,24.459915611814345,WAS,RB99,357.0,73.3797468354432
203,Quez Watkins,0.0,17.0,73.0,105.4,45.833333333333336,PHI,WR129,362.0,78.84839980300877
204,Dan Arnold,32.7,66.0,41.0,51.58620689655172,57.98567343122696,JAC,TE44,364.0,51.58620689655166
205,Tre'Quan Smith,71.4,69.0,56.0,50.97560975609756,62.64949265771728,NO,WR130,365.0,50.975609756097576
206,Giovani Bernard,68.4,111.0,36.0,59.67567567567567,64.98114507950574,TB,RB101,367.0,59.67567567567578
207,Jared Cook,167.5,90.0,84.0,69.37404580152672,80.3167399712611,,TE45,369.0,69.37404580152659
208,Derrick Gore,0.0,0.0,48.0,66.55000000000001,22.183333333333337,KC,RB102,371.0,66.55000000000013
209,Kalif Raymond,29.5,18.0,84.0,81.74789915966386,86.66199813258636,DET,WR132,373.0,102.51002249465343
210,Brandon Bolden,50.9,0.0,83.0,115.89247311827955,73.82313206506755,LV,RB103,375.0,97.65947002911543
211,Tevin Coleman,135.4,9.0,41.0,44.55,42.30744873888586,NYJ,RB104,377.0,44.55000000000008
212,Ty Johnson,60.2,47.0,83.0,84.6896551724138,70.4147550338306,NYJ,RB105,379.0,84.68965517241388
213,Breshad Perriman,138.1,69.0,22.0,34.13793103448276,63.86819923371648,TB,WR133,380.0,34.13793103448278
214,Juwan Johnson,0.0,4.0,40.0,65.2,28.23333333333333,NO,TE46,386.0,65.19999999999989
215,Dyami Brown,0.0,0.0,16.0,65.27027027027027,21.75675675675676,WAS,WR136,390.0,65.2702702702702
216,Darius Slayton,170.0,91.0,43.0,50.76190476190476,70.87192868014786,NYG,WR137,391.0,50.76190476190468
217,Benny Snell Jr.,0.0,65.0,11.0,47.175,34.199666666666666,PIT,RB107,394.0,47.17500000000009
218,Anthony McFarland Jr.,0.0,17.0,1.0,7.0,16.91269841269841,PIT,RB108,395.0,23.31560774800157
219,Equanimeous St. Brown,0.0,18.0,11.0,56.0,43.66666666666666,CHI,WR139,397.0,56.0
220,Kene Nwangwu,0.0,0.0,19.0,42.77777777777778,14.25925925925926,MIN,RB109,399.0,46.948198024168285
221,Pharaoh Brown,4.7,28.0,15.0,45.0,55.03333333333333,HOU,TE49,404.0,45.0
222,D.K. Metcalf,185.1,188.0,169.0,82.08333333333333,91.3798994241435,,,,82.08333333333321
223,D.J. Moore,230.5,146.0,145.0,80.28515625,87.34167370495494,,,,80.28515625
224,Marvin Jones,193.9,152.0,107.0,73.63730569948186,74.42406077924873,,,,73.63730569948171
225,Tim Patrick,37.8,110.0,103.0,85.68115942028986,69.69841156890186,,,,73.71114555913607
226,Robby Anderson,160.3,129.0,86.0,58.40490797546013,73.58475677494083,,,,58.40490797546019
227,Deonte Harris,9.5,28.0,77.0,84.02105263157895,65.2625730994152,,,,84.02105263157883
228,Braxton Berrios+,0.0,0.0,75.0,68.46846846846847,22.822822822822825,,,,68.46846846846866
229,DeAndre Carter,25.2,-1.0,63.0,97.0,78.44888888888889,,,,92.35685901376402
230,Freddie Swain,0.0,28.0,62.0,99.12307692307692,58.29592760180996,,,,99.12307692307694
231,Henry Ruggs III,0.0,58.0,61.0,56.81666666666667,50.52826086956522,,,,56.81666666666663
232,Josh Palmer,0.0,0.0,60.0,75.25609756097562,25.08536585365854,,,,75.25609756097577
233,DeSean Jackson,36.9,31.0,56.0,136.2962962962963,64.28078297595842,,,,136.29629629629613
234,Jamal Agnew,0.0,16.0,52.0,54.285714285714285,35.34776334776335,,,,54.28571428571435
235,Keelan Cole,78.7,100.0,51.0,85.44303797468355,86.13246854697188,,,,85.44303797468359
236,Allen Robinson,254.9,161.0,49.0,47.42307692307693,66.72916375090288,,,,47.42307692307703
237,Laquon Treadwell,33.4,17.0,49.0,62.142857142857146,59.319413919413925,,,,62.14285714285711
238,Mack Hollins,22.5,22.0,46.0,91.88095238095238,73.85339457290677,,,,78.53760325387076
239,Danny Amendola,140.56,60.0,45.0,32.38709677419355,56.65804511012906,,,,32.387096774193616
240,Jalen Reagor,0.0,56.0,45.0,62.9,39.21372549019608,,,,62.89999999999992
241,Chris Conley,154.5,57.0,43.0,88.94915254237289,82.97584606631762,,,,88.94915254237281
242,Calvin Ridley,195.0,192.0,40.0,17.048192771084334,60.57674618358987,,,,17.048192771084356
243,Damiere Byrd,71.9,68.0,39.0,87.65625,72.80849358974359,,,,87.65625
244,Ashton Dulin,3.7,6.0,39.0,100.54285714285716,82.7457671957672,,,,88.93981962122405
245,Antoine Wesley,0.0,0.0,39.0,62.05882352941177,20.686274509803923,,,,62.05882352941172
246,Adam Humphries,86.5,35.0,38.0,63.21359223300971,48.27645192660258,,,,63.21359223300981
247,Lil'Jordan Humphrey,0.0,11.0,37.0,80.96774193548387,32.86424731182796,,,,50.72454352156328
248,Tyler Johnson,0.0,29.0,36.0,67.25274725274726,49.934823796892765,,,,74.63438628383622
249,Cyril Grayson,1.3,0.0,35.0,51.81818181818181,18.27272727272727,,,,31.55250510636526
250,Chris Moore,5.1,0.0,35.0,63.906976744186046,33.552325581395344,,,,64.1177193228463
251,Chester Rogers,45.7,0.0,35.0,68.16438356164383,40.8123702781237,,,,68.16438356164392
252,Quintez Cephus,0.0,47.0,34.0,27.837837837837835,36.933824733824736,,,,27.83783783783788
253,Malik Turner,45.5,0.0,33.0,76.0,58.57657657657658,,,,76.0
254,Brandon Zylstra,18.6,10.0,31.0,75.88372093023256,66.85647840531561,,,,75.88372093023263
255,John Ross,95.0,2.0,30.0,77.74193548387096,44.08858166922683,,,,77.74193548387102
256,Jakeem Grant,39.9,51.0,29.0,89.46428571428571,61.1484940984941,,,,89.4642857142856
257,Isaiah Ford,48.5,28.0,28.0,73.06896551724138,48.85823754789271,,,,73.0689655172412
258,Greg Ward,59.9,80.0,28.0,92.55555555555556,56.783521489403846,,,,92.55555555555553
259,Tavon Austin,47.4,0.0,27.0,50.08196721311475,47.86516024220942,,,,50.0819672131147
260,DJ Chark,223.8,101.0,27.0,21.517241379310345,55.39557236729839,,,,21.51724137931029
261,Ray-Ray McCloud,-2.0,12.0,27.0,44.49523809523809,32.86349206349206,,,,44.495238095238136
263,Ihmir Smith-Marsette,0.0,0.0,24.0,85.81818181818181,28.60606060606061,,,,85.81818181818193
264,Anthony Schwartz,0.0,0.0,23.0,74.24242424242424,24.747474747474744,,,,74.24242424242408
265,Tajae Sharpe,81.9,0.0,23.0,55.64516129032258,46.298387096774185,,,,55.64516129032263
266,Albert Wilson,89.4,0.0,23.0,50.3125,33.154960317460315,,,,50.3125
267,James Proche,0.0,1.0,20.0,78.55555555555554,42.51851851851851,,,,78.55555555555564
268,Noah Brown,0.0,16.0,18.0,58.34146341463415,41.62259306803595,,,,58.34146341463409
269,D'Wayne Eskridge,0.0,0.0,18.0,41.333333333333336,13.77777777777778,,,,41.33333333333339
270,KhaDarel Hodge,11.6,18.0,18.0,62.8,69.17142857142858,,,,62.80000000000011
271,Mohamed Sanu,124.1,27.0,18.0,36.30769230769231,45.6377761438737,,,,36.30769230769235
272,Marcus Johnson,56.7,26.0,16.0,39.5,50.30857142857142,,,,52.17592866113812
273,Kristian Wilkerson,0.0,0.0,16.0,11.0,3.6666666666666665,,,,11.0
274,Dante Pettis,34.54,12.0,15.0,10.153846153846157,32.97985347985348,,,,10.153846153846168
275,Trent Sherfield,12.0,5.0,15.0,51.58620689655173,63.1267748478702,,,,67.81730567031624
276,Scott Miller,40.6,70.0,14.0,52.71428571428572,68.24246812618905,,,,48.56449970546168
277,Ty Montgomery,32.3,13.0,14.0,46.333333333333336,78.2,,,,46.33333333333335
278,Denzel Mims,0.0,38.0,13.0,47.19354838709677,31.716257422564592,,,,47.19354838709669
279,Ben Skowronek,0.0,0.0,13.0,60.064516129032256,20.021505376344084,,,,60.06451612903221
280,Kenny Stills,120.1,20.0,13.0,31.379310344827584,52.34281105061505,,,,31.37931034482756
281,Tom Kennedy,0.0,0.0,12.0,40.5,13.5,,,,45.28379171735255
282,Phillip Dorsett,100.8,0.0,11.0,31.428571428571427,34.25932300631096,,,,33.95704670947376
283,Dez Fitzpatrick,0.0,0.0,11.0,15.384615384615383,5.128205128205129,,,,15.384615384615401
284,Collin Johnson,0.0,41.0,11.0,39.375,39.220238095238095,,,,39.375
285,Jeff Smith,2.2,17.0,11.0,53.76,31.6237037037037,,,,45.28458057951113
286,Trinity Benson,0.0,0.0,10.0,25.75,8.583333333333334,,,,25.75
287,Chris Hogan,14.7,12.0,10.0,17.5,17.547101449275363,,,,17.5
288,Shi Smith,0.0,0.0,10.0,35.64705882352941,11.882352941176473,,,,35.64705882352938
289,Auden Tate,101.5,15.0,10.0,40.0,45.03333333333333,,,,40.0
290,Cameron Batson,0.0,18.0,9.0,17.714285714285715,25.2647619047619,,,,17.71428571428573
291,Anthony Miller,127.5,60.0,9.0,4.333333333333333,48.31175344687753,,,,4.333333333333328
292,Dezmon Patmon,0.0,0.0,8.0,29.33333333333333,9.777777777777777,,,,29.333333333333357
293,Preston Williams,90.8,57.0,8.0,28.363636363636363,36.639122977104925,,,,28.363636363636363
294,Andre Roberts,5.7,-1.0,7.0,288.0,124.92222222222222,,,,288.0
295,Dede Westbrook,152.7,-2.0,7.0,40.8,35.59201596806387,,,,40.800000000000075
296,C.J. Board,5.1,10.0,6.0,34.2,36.2641975308642,,,,34.199999999999946
297,Ja'Marcus Bradley,0.0,6.0,6.0,40.0,17.083333333333332,,,,25.980699467210325
298,Alex Erickson,96.24,11.0,6.0,133.57142857142858,96.14573409871214,,,,133.5714285714288
299,Penny Hart,0.0,2.0,6.0,52.78947368421053,65.26315789473684,,,,86.9843042750579
300,Dax Milne,0.0,0.0,6.0,47.47826086956522,15.82608695652174,,,,47.47826086956512
301,Jason Moore,6.3,0.0,6.0,16.0,25.80952380952381,,,,16.0
302,Will Fuller,134.0,136.0,5.0,4.333333333333333,47.4171875,,,,33.3671847435871
303,Mike Thomas,3.4,17.0,5.0,39.0,42.05882352941177,,,,39.264852990365725
304,JJ Arcega-Whiteside,32.9,17.0,4.0,82.28571428571429,74.65079365079366,,,,82.28571428571446
305,Pharoh Cooper,55.5,7.0,4.0,19.2,54.72802829354553,,,,19.20000000000003
306,Greg Dortch,-2.0,0.0,4.0,32.5,10.833333333333334,,,,32.5
307,D.J. Montgomery,0.0,0.0,4.0,12.0,4.0,,,,12.0
308,Gunner Olszewski,3.4,0.0,4.0,128.0,57.77777777777778,,,,103.42293079112605
309,Willie Snead,95.1,61.0,4.0,28.5,56.73697290363956,,,,28.5
310,Trent Taylor,0.0,9.0,4.0,32.8,22.03010752688172,,,,32.80000000000005
311,Kevin White,0.0,0.0,4.0,38.0,12.666666666666666,,,,24.63380041576237
312,Juwann Winfree,0.0,0.0,4.0,19.33333333333333,6.444444444444444,,,,19.333333333333304
313,Christian Blake,20.1,14.0,3.0,30.76923076923077,42.31447477253929,,,,30.769230769230802
314,Daniel Brown,20.2,3.0,3.0,87.0,91.96296296296298,,,,87.0
315,K.J. Hill,0.0,5.0,3.0,30.0,30.277777777777786,,,,30.0
316,Cody Hollister,3.3,1.0,3.0,9.0,12.416666666666666,,,,9.0
317,Trenton Irwin,0.0,1.0,3.0,34.0,11.888888888888888,,,,34.0
318,Mike Strachan,0.0,0.0,3.0,31.2,10.4,,,,31.19999999999996
319,Cody White,0.0,0.0,3.0,45.0,15.0,,,,45.0
320,Seth Williams,0.0,0.0,3.0,34.0,11.333333333333334,,,,34.0
321,Davion Davis,0.0,0.0,2.0,8.5,2.833333333333333,,,,8.5
322,Tyron Johnson,0.0,60.0,2.0,22.857142857142858,43.966873706004144,,,,22.857142857142854
323,Marcus Kemp,0.0,1.0,2.0,54.85714285714285,38.45238095238096,,,,74.02727930867206
324,Keith Kirkwood,0.0,1.0,2.0,5.1,3.1444444444444444,,,,13.138726054654942
325,Dazz Newsome,0.0,0.0,2.0,9.857142857142856,3.285714285714285,,,,9.857142857142867
326,David Sills,0.0,0.0,2.0,8.5,2.833333333333333,,,,11.922757797757797
327,Tylan Wallace,0.0,0.0,2.0,48.875,16.291666666666668,,,,48.875
328,Tarik Black,0.0,0.0,1.0,3.333333333333333,1.1111111111111112,,,,3.333333333333332
329,Miles Boykin,50.8,51.0,1.0,24.0,66.32087912087913,,,,24.0
330,Keke Coutee,52.8,54.0,1.0,5.0,30.301920957329557,,,,24.477086080611244
331,Frank Darby,0.0,0.0,1.0,28.0,9.333333333333334,,,,28.0
332,Marvin Hall,39.8,42.0,1.0,10.0,72.56666666666666,,,,10.0
333,Andy Isabella,35.4,34.0,1.0,52.0,80.94805194805195,,,,52.0
334,Tommylee Lewis,0.0,2.0,1.0,4.666666666666667,9.472222222222223,,,,13.796551714764895
335,Kirk Merritt,0.0,0.0,1.0,6.5,2.1666666666666665,,,,6.5
336,Jaydon Mickens,0.0,6.0,1.0,22.0,18.705882352941178,,,,44.316948145378504
337,Stanley Morgan Jr.,0.0,0.0,1.0,39.66666666666666,13.22222222222222,,,,39.66666666666661
338,C.J. Saunders,0.0,0.0,1.0,5.5,1.8333333333333333,,,,5.5
339,Tyrell Williams,143.1,0.0,1.0,2.8,29.85786163522013,,,,31.231960976468322
340,Easop Winston,0.0,0.0,1.0,7.5,2.5,,,,7.5
343,Racey McMath,0.0,0.0,-1.0,9.0,3.0,,,,24.452121526313977
344,Malik Taylor,0.0,14.0,-1.0,28.0,43.87878787878788,,,,55.79672315517887
345,Diontae Spencer,7.7,11.0,-4.0,-9.0,29.428571428571427,,,,45.97493820642918
346,Melvin Gordon,180.8,166.0,167.0,75.75103734439834,64.43156386591001,,,,75.75103734439834
347,Darrell Henderson,22.4,114.0,134.0,55.36507936507937,60.525396825396825,,,,55.365079365079445
348,Mark Ingram,238.5,47.0,82.0,51.54871794871795,60.97603368853368,,,,51.54871794871806
349,Justin Jackson,31.2,46.0,64.0,81.89247311827957,56.25953923219762,,,,81.89247311827965
350,Alex Collins,0.0,20.0,60.0,46.61016949152543,19.68672316384181,,,,52.636197519393534
351,Duke Johnson,154.0,56.0,55.0,24.605263157894736,54.45729625788609,,,,24.605263157894726
352,Ameer Abdullah,39.3,22.0,52.0,74.53846153846155,81.57342657342657,,,,101.6809742183063
353,Travis Homer,28.0,24.0,46.0,115.75609756097562,83.17553482447266,,,,115.75609756097579
354,Jeremy McNichols,0.0,32.0,46.0,70.35443037974683,45.11814345991561,,,,70.3544303797469
355,Jeff Wilson,46.9,129.0,45.0,33.827586206896555,45.57456336766682,,,,33.82758620689661
356,Kyle Juszczyk,50.6,63.0,44.0,118.2608695652174,107.54911433172305,,,,96.01593856070805
357,Chris Carson,232.6,151.0,42.0,17.6,49.91890854243795,,,,17.59999999999997
358,Peyton Barber,114.5,51.0,40.0,41.32352941176471,45.98098438396384,,,,41.323529411764774
359,DeeJay Dallas,0.0,40.0,39.0,82.875,44.06944444444445,,,,82.875
360,Dare Ogunbowale,75.3,20.0,37.0,67.203125,68.79802772154746,,,,67.203125
361,Carlos Hyde,153.2,69.0,34.0,41.16129032258065,51.51639131284281,,,,50.059578756365205
362,Le'Veon Bell,213.0,59.0,33.0,23.30434782608696,44.00341005967604,,,,23.304347826086985
363,Demetric Felton,0.0,0.0,33.0,118.28571428571428,39.42857142857143,,,,118.28571428571423
364,Ty'Son Williams,0.0,0.0,33.0,74.68085106382979,24.8936170212766,,,,74.68085106382999
365,Craig Reynolds,0.0,1.0,28.0,22.380952380952383,9.793650793650794,,,,22.380952380952344
366,Salvon Ahmed,0.0,58.0,27.0,43.72602739726028,23.18208403878713,,,,43.726027397260225
367,Jamycal Hasty,0.0,24.0,27.0,55.24444444444445,28.74105594956659,,,,54.23497421484522
368,Elijhaa Penny,6.8,4.0,27.0,60.18918918918919,51.68489542173753,,,,60.18918918918917
369,Royce Freeman,142.2,25.0,25.0,51.25,67.12606837606837,,,,51.25
370,Corey Clement,-4.0,16.0,23.0,72.25,42.78703703703704,,,,72.25
371,Adrian Peterson,147.0,113.0,23.0,10.285714285714286,47.58138604690328,,,,44.132341107524454
372,Jermar Jefferson,0.0,0.0,22.0,34.65,11.55,,,,34.77796668405682
373,Malcolm Brown,59.1,86.0,20.0,25.052631578947366,48.84759361089291,,,,25.052631578947363
374,Godwin Igwebuike,0.0,0.0,20.0,108.67857142857144,36.22619047619048,,,,108.67857142857132
375,James White,198.2,68.0,19.0,16.625,57.75841606211022,,,,16.625
376,Tony Jones,0.0,1.0,17.0,30.338709677419352,11.557347670250897,,,,30.338709677419377
377,Austin Walter,0.0,3.0,17.0,15.310344827586206,25.103448275862068,,,,26.330198248196037
378,Jonathan Williams,40.4,1.0,17.0,23.47826086956522,32.88164251207729,,,,23.478260869565215
379,C.J. Ham,37.6,18.0,16.0,108.12,95.2521212121212,,,,108.12000000000013
380,Qadree Ollison,30.7,0.0,16.0,34.96296296296296,21.432098765432094,,,,34.96296296296302
381,Alec Ingold,18.1,17.0,15.0,55.92857142857143,69.97619047619048,,,,55.928571428571495
382,Larry Rountree,0.0,0.0,15.0,27.47368421052632,9.157894736842106,,,,27.47368421052628
383,J.J. Taylor,0.0,11.0,15.0,10.217391304347826,12.525797101449276,,,,10.217391304347844
384,Patrick Taylor,0.0,0.0,15.0,33.480000000000004,11.160000000000002,,,,31.228887407756766
385,Wayne Gallman,48.2,116.0,13.0,32.25806451612903,50.086543971416056,,,,32.25806451612911
386,Patrick Ricard,0.0,8.0,13.0,58.93333333333334,36.95213675213675,,,,58.93333333333339
387,Michael Burton,0.0,5.0,12.0,84.36363636363636,49.03030303030303,,,,84.36363636363622
